uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 6,1,26,0,Silver Wolf,Qingque,Sushang,Natasha
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 6,2,26,0,Fire Trailblazer,March 7th,Bronya,Seele
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 5,1,12,3,Bronya,Sushang,Qingque,Natasha
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 5,2,12,3,March 7th,Fire Trailblazer,Silver Wolf,Seele
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 4,1,11,3,Fire Trailblazer,March 7th,Tingyun,Seele
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 4,2,11,3,Bronya,Silver Wolf,Natasha,Sushang
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 3,1,12,3,Silver Wolf,Sushang,Qingque,Natasha
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 3,2,12,3,Fire Trailblazer,March 7th,Bronya,Seele
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 2,1,11,3,Fire Trailblazer,March 7th,Bronya,Seele
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 2,2,11,3,Silver Wolf,Sushang,Qingque,Natasha
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 1,1,8,3,Fire Trailblazer,March 7th,Bronya,Seele
05aa62dc219f11eea1a528c2dd2980ba,Coldiron Tribulation Stage 1,2,8,3,Silver Wolf,Sushang,Qingque,Natasha
05aa62dd219f11eea57f28c2dd2980ba,Coldiron Tribulation Stage 7,1,20,1,Seele,Silver Wolf,Pela,Natasha
05aa62dd219f11eea57f28c2dd2980ba,Coldiron Tribulation Stage 7,2,20,1,Jing Yuan,Tingyun,March 7th,Fire Trailblazer
