uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
ba6e0bb91c3711f087018878734f76cf,4,1,36600,3,Acheron,Herta,Jiaoqiu,Ruan Mei,0,6.0,0.0,0.0,Evince
ba6e0bb91c3711f087018878734f76cf,4,2,40000,3,Jing Yuan,Sunday,Robin,Gallagher,0,1.0,1.0,6.0,Sanity
ba6e25ab1c3711f092a28878734f76cf,4,1,40000,3,Rappa,Imaginary Trailblazer,Ruan Mei,Fugue,0,6.0,0.0,0.0,Gnosis
ba6e25ab1c3711f092a28878734f76cf,4,2,40000,3,Herta,Robin,Tribbie,Aventurine,6,1.0,1.0,0.0,Evince
ba797d1a1c3711f0960e8878734f76cf,4,1,40000,3,The Herta,Jade,Sunday,Tribbie,0,0.0,0.0,0.0,Evince
ba797d1a1c3711f0960e8878734f76cf,4,2,26960,3,Acheron,Aventurine,Kafka,Pela,0,0.0,0.0,6.0,Gnosis
ba6e264c1c3711f098408878734f76cf,4,1,25520,3,Herta,Himeko,Tribbie,Gallagher,5,2.0,0.0,6.0,Evince
ba6e264c1c3711f098408878734f76cf,4,2,37600,3,Sunday,Aglaea,Robin,Luocha,1,0.0,1.0,0.0,Evince
ba6e26a61c3711f09a448878734f76cf,4,1,40000,3,The Herta,Herta,Tribbie,Lingsha,0,6.0,0.0,0.0,Evince
ba6e26a61c3711f09a448878734f76cf,4,2,21600,3,Sunday,Jing Yuan,Sparkle,Huohuo,0,0.0,0.0,0.0,Evince
ba6e26ec1c3711f0ae068878734f76cf,4,1,40000,3,The Herta,Tribbie,Herta,Gallagher,0,0.0,6.0,6.0,Evince
ba6e26ec1c3711f0ae068878734f76cf,4,2,40000,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0,Evince
ba6e272f1c3711f09eee8878734f76cf,4,1,34360,2,The Herta,Robin,Lingsha,Jade,0,1.0,0.0,0.0,Evince
ba6e272f1c3711f09eee8878734f76cf,4,2,24080,2,Castorice,Ice Trailblazer,Luocha,Ruan Mei,0,6.0,0.0,0.0,Sanity
ba797d461c3711f083e78878734f76cf,4,1,40000,3,The Herta,Jade,Lingsha,Tribbie,0,0.0,0.0,0.0,Evince
ba797d461c3711f083e78878734f76cf,4,2,27080,3,Jiaoqiu,Aventurine,Sparkle,Acheron,0,0.0,0.0,0.0,Sanity
ba6e276f1c3711f099838878734f76cf,4,1,40000,3,Ice Trailblazer,The Herta,Lingsha,Herta,6,2.0,0.0,6.0,Evince
ba6e276f1c3711f099838878734f76cf,4,2,31840,3,Sunday,Aglaea,Robin,Fu Xuan,1,0.0,0.0,2.0,Evince
ba797d721c3711f0b8248878734f76cf,4,1,28560,2,The Herta,Robin,Herta,Aventurine,0,0.0,6.0,0.0,Evince
ba797d721c3711f0b8248878734f76cf,4,2,25840,2,Jing Yuan,Sunday,Sparkle,Huohuo,0,0.0,0.0,0.0,Sanity
ba6e27ad1c3711f0bea18878734f76cf,4,1,40000,3,The Herta,Herta,Tribbie,Huohuo,0,6.0,0.0,0.0,Evince
ba6e27ad1c3711f0bea18878734f76cf,4,2,22720,3,Castorice,Blade,Ice Trailblazer,Gallagher,0,0.0,6.0,6.0,Evince
ba797d9a1c3711f0b6818878734f76cf,4,1,32200,2,The Herta,Ice Trailblazer,Herta,Luocha,0,6.0,6.0,0.0,Evince
ba797d9a1c3711f0b6818878734f76cf,4,2,18320,2,Acheron,Silver Wolf,Pela,Fu Xuan,0,0.0,6.0,0.0,Evince
ba797dc51c3711f08faa8878734f76cf,4,1,33200,2,Ruan Mei,Herta,The Herta,Aventurine,0,6.0,0.0,1.0,Evince
ba797dc51c3711f08faa8878734f76cf,4,2,25760,2,Gallagher,Ice Trailblazer,Jade,Castorice,6,6.0,0.0,0.0,Sanity
ba6e28221c3711f08bef8878734f76cf,4,1,31200,3,Huohuo,The Herta,Herta,Ruan Mei,0,0.0,6.0,1.0,Evince
ba6e28221c3711f08bef8878734f76cf,4,2,35200,3,Castorice,Tribbie,Ice Trailblazer,Gallagher,0,0.0,6.0,6.0,Sanity
ba797df11c3711f0a4e38878734f76cf,4,1,40000,3,Ruan Mei,Rappa,Lingsha,Fugue,1,0.0,0.0,1.0,Gnosis
ba797df11c3711f0a4e38878734f76cf,4,2,24160,3,Pela,Aventurine,Jiaoqiu,Acheron,5,0.0,0.0,0.0,Evince
ba6e28751c3711f0b7fd8878734f76cf,4,1,40000,3,Firefly,Fugue,Lingsha,Ruan Mei,6,1.0,1.0,1.0,Gnosis
ba6e28751c3711f0b7fd8878734f76cf,4,2,40000,3,The Herta,Herta,Ice Trailblazer,Tribbie,2,6.0,6.0,1.0,Evince
