uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
9d72f2fea35911ef8bf98878734f76cf,4,1,40000,3,Rappa,Imaginary Trailblazer,Ruan Mei,Gallagher,0,6.0,0.0,6.0,Gimmick
9d72f2fea35911ef8bf98878734f76cf,4,2,40000,3,Feixiao,Herta,Robin,Aventurine,0,6.0,0.0,0.0,Rumor
9d72f2ffa35911efaf0b8878734f76cf,4,1,18722,2,Jingliu,Blade,Sparkle,Luocha,0,0.0,0.0,1.0,Gimmick
9d72f2ffa35911efaf0b8878734f76cf,4,2,33168,2,Acheron,Jiaoqiu,Ruan Mei,Aventurine,0,1.0,1.0,0.0,Drunk Talk
9d72f300a35911efbc438878734f76cf,4,1,26478,3,Acheron,Jiaoqiu,Lynx,Robin,0,0.0,6.0,0.0,Drunk Talk
9d72f300a35911efbc438878734f76cf,4,2,40000,3,Black Swan,Kafka,Fu Xuan,Ruan Mei,1,0.0,1.0,0.0,Drunk Talk
9d72f301a35911efad7d8878734f76cf,4,1,30495,3,Imaginary Trailblazer,Ruan Mei,Gallagher,Himeko,6,0.0,6.0,1.0,Gimmick
9d72f301a35911efad7d8878734f76cf,4,2,33718,3,Acheron,Robin,Clara,Luocha,0,0.0,0.0,0.0,Rumor
9d72f302a35911ef92c88878734f76cf,4,1,32119,3,Imaginary Trailblazer,Firefly,Lingsha,Ruan Mei,6,2.0,0.0,0.0,Gimmick
9d72f302a35911ef92c88878734f76cf,4,2,37870,3,Kafka,Acheron,Fu Xuan,Black Swan,0,2.0,0.0,0.0,Drunk Talk
9d72f303a35911ef84808878734f76cf,4,1,33440,3,Lingsha,Rappa,Imaginary Trailblazer,Himeko,0,2.0,6.0,1.0,Gimmick
9d72f303a35911ef84808878734f76cf,4,2,40000,3,Kafka,Aventurine,Black Swan,Ruan Mei,2,2.0,0.0,1.0,Drunk Talk
9d72f304a35911efb2a58878734f76cf,4,1,21738,2,Yunli,Ruan Mei,Imaginary Trailblazer,Firefly,0,0.0,6.0,0.0,Gimmick
9d72f304a35911efb2a58878734f76cf,4,2,29490,2,Aventurine,Robin,Black Swan,Kafka,1,0.0,0.0,0.0,Rumor
9d72f305a35911efa2608878734f76cf,4,1,28760,2,Gallagher,Rappa,Imaginary Trailblazer,Ruan Mei,4,0.0,6.0,0.0,Gimmick
9d72f305a35911efa2608878734f76cf,4,2,28415,2,Black Swan,Huohuo,Kafka,Acheron,0,0.0,0.0,0.0,Rumor
9d72f306a35911efb2458878734f76cf,4,1,40000,3,Firefly,Imaginary Trailblazer,Lingsha,Ruan Mei,6,6.0,1.0,1.0,Gimmick
9d72f306a35911efb2458878734f76cf,4,2,40000,3,Kafka,Black Swan,Tingyun,Luocha,2,1.0,6.0,0.0,Rumor
9d72f307a35911efa5948878734f76cf,4,1,25484,3,Himeko,Ruan Mei,Gallagher,Firefly,0,0.0,6.0,0.0,Gimmick
9d72f307a35911efa5948878734f76cf,4,2,40000,3,Acheron,Black Swan,Aventurine,Jiaoqiu,0,0.0,0.0,0.0,Drunk Talk
9d72f308a35911ef84558878734f76cf,4,1,40000,3,Rappa,Imaginary Trailblazer,Ruan Mei,Lingsha,0,6.0,0.0,1.0,Rumor
9d72f308a35911ef84558878734f76cf,4,2,40000,3,Kafka,Black Swan,Robin,Fu Xuan,0,1.0,0.0,0.0,Drunk Talk
9d72f309a35911ef94ea8878734f76cf,4,1,27667,3,Herta,Himeko,Ruan Mei,Aventurine,6,0.0,1.0,1.0,Rumor
9d72f309a35911ef94ea8878734f76cf,4,2,33384,3,Jade,Sparkle,Yunli,Fu Xuan,1,0.0,0.0,1.0,Rumor
9d72f30aa35911ef97828878734f76cf,4,1,21067,3,Acheron,Pela,Guinaifen,Huohuo,0,6.0,6.0,0.0,Rumor
9d72f30aa35911ef97828878734f76cf,4,2,40000,3,Kafka,Black Swan,Robin,Luocha,6,0.0,0.0,0.0,Drunk Talk
9d72f30ba35911efb42c8878734f76cf,4,1,29943,3,Gallagher,Firefly,Imaginary Trailblazer,Ruan Mei,6,0.0,6.0,0.0,Gimmick
9d72f30ba35911efb42c8878734f76cf,4,2,37671,3,Acheron,Sparkle,Fu Xuan,Jiaoqiu,2,1.0,0.0,0.0,Rumor
9d72f30ca35911ef9a518878734f76cf,4,1,40000,3,Imaginary Trailblazer,Rappa,Ruan Mei,Lingsha,4,1.0,1.0,1.0,Gimmick
9d72f30ca35911ef9a518878734f76cf,4,2,34465,3,Acheron,Sparkle,Kafka,Fu Xuan,2,0.0,1.0,1.0,Gimmick
9d72f30da35911ef81318878734f76cf,4,1,25939,2,Himeko,Imaginary Trailblazer,Imaginary March 7th,Aventurine,2,6.0,6.0,0.0,Gimmick
9d72f30da35911ef81318878734f76cf,4,2,28800,2,Luocha,Jiaoqiu,Acheron,Pela,0,0.0,0.0,6.0,Rumor
9d72f30ea35911ef9aec8878734f76cf,4,1,40000,3,Imaginary Trailblazer,Firefly,Ruan Mei,Lingsha,6,2.0,1.0,1.0,Gimmick
9d72f30ea35911ef9aec8878734f76cf,4,2,40000,3,Black Swan,Aventurine,Kafka,Acheron,0,2.0,0.0,2.0,Drunk Talk
9d72f30fa35911ef8e318878734f76cf,4,1,40000,3,Rappa,Imaginary Trailblazer,Ruan Mei,Gallagher,0,6.0,1.0,6.0,Gimmick
