uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
4130d93956df11efb9d828c2dd2980ba,4,1,3282,3,Jade,Blade,Gallagher,Robin,1.0,0.0,2.0,0.0,Terminus Paradise
4130d93956df11efb9d828c2dd2980ba,4,2,3341,3,Boothill,Bronya,Ruan Mei,Bailu,0.0,1.0,0.0,1.0,Inexorable Charge
4130d93a56df11efb70628c2dd2980ba,4,1,3365,3,Ruan Mei,Firefly,Imaginary Trailblazer,Luocha,0.0,0.0,6.0,0.0,Hunter's Stride
4130d93a56df11efb70628c2dd2980ba,4,2,3318,3,Acheron,Pela,Robin,Gallagher,0.0,6.0,0.0,6.0,Last Stand
4130d93b56df11ef86f828c2dd2980ba,4,1,3650,3,Imaginary Trailblazer,Firefly,Gallagher,Ruan Mei,6.0,2.0,6.0,0.0,Reverse Domination
4130d93b56df11ef86f828c2dd2980ba,4,2,3413,3,Pela,Acheron,Fu Xuan,Sparkle,6.0,2.0,0.0,0.0,Last Stand
4130d93c56df11efa75928c2dd2980ba,4,1,3545,3,Acheron,Sparkle,Aventurine,Pela,2.0,2.0,0.0,6.0,Hunter's Stride
4130d93c56df11efa75928c2dd2980ba,4,2,3807,3,Firefly,Ruan Mei,Imaginary Trailblazer,Gallagher,2.0,1.0,2.0,6.0,Inexorable Charge
4130d93d56df11ef900b28c2dd2980ba,4,1,168,0,Himeko,Robin,Jade,Luocha,0.0,1.0,0.0,0.0,Terminus Paradise
4130d93d56df11ef900b28c2dd2980ba,4,2,0,0,,,,,,,,,
4130d93e56df11ef966928c2dd2980ba,4,1,3342,2,Aventurine,Clara,Robin,Topaz & Numby,0.0,2.0,0.0,0.0,Terminus Paradise
4130d93e56df11ef966928c2dd2980ba,4,2,3058,2,Huohuo,Ruan Mei,Bronya,Blade,0.0,0.0,0.0,0.0,Last Stand
4130d93f56df11ef8a0c28c2dd2980ba,4,1,3444,2,Gallagher,Ruan Mei,Imaginary Trailblazer,Firefly,5.0,0.0,6.0,0.0,Reverse Domination
4130d93f56df11ef8a0c28c2dd2980ba,4,2,3066,2,Huohuo,Yunli,Robin,Tingyun,0.0,0.0,0.0,6.0,Terminus Paradise
4130d94056df11ef9d4f28c2dd2980ba,4,1,244,0,Fu Xuan,Bronya,Topaz & Numby,Jade,1.0,1.0,0.0,0.0,Terminus Paradise
4130d94056df11ef9d4f28c2dd2980ba,4,2,3547,0,Luocha,Firefly,Ruan Mei,Imaginary Trailblazer,0.0,0.0,0.0,6.0,Last Stand
4130d94156df11efa7fb28c2dd2980ba,4,1,3146,1,Firefly,Imaginary Trailblazer,Gallagher,Topaz & Numby,1.0,2.0,6.0,0.0,Hunter's Stride
4130d94156df11efa7fb28c2dd2980ba,4,2,1296,1,Jingliu,Ruan Mei,Bronya,Gepard,0.0,0.0,1.0,1.0,Last Stand
4130d94256df11ef9cfd28c2dd2980ba,4,1,3288,3,Silver Wolf,Aventurine,Dr. Ratio,Topaz & Numby,0.0,0.0,0.0,0.0,Terminus Paradise
4130d94256df11ef9cfd28c2dd2980ba,4,2,3481,3,Gallagher,Ruan Mei,Imaginary Trailblazer,Sushang,4.0,0.0,6.0,6.0,Inexorable Charge
