uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
86ba3525b91611efb7e88878734f76cf,4,1,3746,3,Jing Yuan,Sunday,Robin,Gallagher,0.0,1.0,1.0,6.0,Rime Piercer
86ba3525b91611efb7e88878734f76cf,4,2,3705,3,Acheron,Jiaoqiu,Pela,Luocha,0.0,0.0,6.0,0.0,Recess
86ba3526b91611ef8e518878734f76cf,4,1,3602,3,Feixiao,Moze,Robin,Aventurine,0.0,6.0,0.0,0.0,Rime Piercer
86ba3526b91611ef8e518878734f76cf,4,2,3475,3,Rappa,Imaginary Trailblazer,Ruan Mei,Gallagher,0.0,6.0,0.0,6.0,After Bell Detention
86ba3527b91611ef85e88878734f76cf,4,1,3248,3,Boothill,Sunday,Ruan Mei,Fu Xuan,0.0,0.0,0.0,1.0,Rime Piercer
86ba3527b91611ef85e88878734f76cf,4,2,3369,3,Acheron,Jiaoqiu,Bailu,Kafka,0.0,0.0,1.0,0.0,Recess
86ba3528b91611efbe7e8878734f76cf,4,1,3619,3,Imaginary Trailblazer,Firefly,Ruan Mei,Gallagher,6.0,0.0,0.0,6.0,Rime Piercer
86ba3528b91611efbe7e8878734f76cf,4,2,3661,3,Jing Yuan,Sunday,Robin,Luocha,0.0,1.0,0.0,0.0,Cheat Sheet
86ba5c07b91611efb3518878734f76cf,4,1,3621,3,Imaginary Trailblazer,Firefly,Lingsha,Ruan Mei,6.0,2.0,0.0,0.0,Rime Piercer
86ba5c07b91611efb3518878734f76cf,4,2,3395,3,Sparkle,Acheron,Fu Xuan,Kafka,0.0,2.0,0.0,0.0,Recess
86ba5c08b91611ef91878878734f76cf,4,1,3735,3,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,2.0,6.0,1.0,6.0,Rime Piercer
86ba5c08b91611ef91878878734f76cf,4,2,3665,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2.0,2.0,0.0,0.0,Cheat Sheet
86ba5c09b91611ef9a468878734f76cf,4,1,3342,3,Sunday,Qingque,Fu Xuan,Sparkle,1.0,6.0,2.0,0.0,Rolling Storm
86ba5c09b91611ef9a468878734f76cf,4,2,3557,3,Gallagher,Rappa,Imaginary Trailblazer,Ruan Mei,3.0,2.0,6.0,1.0,After Bell Detention
86ba5c0ab91611efae888878734f76cf,4,1,3571,3,Aventurine,Robin,Topaz & Numby,Feixiao,0.0,0.0,0.0,0.0,Rime Piercer
86ba5c0ab91611efae888878734f76cf,4,2,3262,3,Jing Yuan,Sunday,Sparkle,Huohuo,0.0,0.0,0.0,0.0,Cheat Sheet
86ba5c0bb91611ef9c9e8878734f76cf,4,1,3575,2,Aventurine,Robin,Imaginary March 7th,Feixiao,1.0,0.0,6.0,0.0,Rime Piercer
86ba5c0bb91611ef9c9e8878734f76cf,4,2,2792,2,Gallagher,Ruan Mei,Imaginary Trailblazer,Firefly,5.0,0.0,6.0,0.0,Cheat Sheet
86ba5c0cb91611efb2ff8878734f76cf,4,1,3583,3,Kafka,Black Swan,Lingsha,Ruan Mei,2.0,1.0,1.0,1.0,Persistence of Decay
86ba5c0cb91611efb2ff8878734f76cf,4,2,3254,3,Firefly,Himeko,Imaginary Trailblazer,Gallagher,6.0,0.0,6.0,6.0,Recess
86ba5c0db91611efa29e8878734f76cf,4,1,3516,3,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,0.0,6.0,0.0,6.0,Rime Piercer
86ba5c0db91611efa29e8878734f76cf,4,2,3235,3,Jing Yuan,Aventurine,Sunday,Robin,0.0,0.0,0.0,0.0,Cheat Sheet
86ba5c0eb91611efb8148878734f76cf,4,1,3399,1,Kafka,Black Swan,Robin,Huohuo,6.0,0.0,0.0,0.0,Persistence of Decay
86ba5c0eb91611efb8148878734f76cf,4,2,1054,1,Rappa,Imaginary Trailblazer,Tingyun,Gallagher,0.0,6.0,6.0,3.0,After Bell Detention
86ba5c0fb91611ef80468878734f76cf,4,1,3625,3,Gallagher,Firefly,Imaginary Trailblazer,Ruan Mei,6.0,0.0,6.0,0.0,Rime Piercer
86ba5c0fb91611ef80468878734f76cf,4,2,3548,3,Acheron,Sparkle,Fu Xuan,Jiaoqiu,2.0,1.0,0.0,0.0,Cheat Sheet
86ba5c10b91611efbbe68878734f76cf,4,1,3331,3,Feixiao,Sunday,Imaginary March 7th,Gallagher,0.0,0.0,6.0,6.0,Rime Piercer
86ba5c10b91611efbbe68878734f76cf,4,2,3388,3,Acheron,Jiaoqiu,Black Swan,Aventurine,0.0,0.0,0.0,0.0,After Bell Detention
86ba5c11b91611efb5ad8878734f76cf,4,1,3620,3,Feixiao,Topaz & Numby,Aventurine,Robin,0.0,1.0,0.0,0.0,Rime Piercer
86ba5c11b91611efb5ad8878734f76cf,4,2,3416,3,Rappa,Imaginary Trailblazer,Ruan Mei,Gallagher,0.0,6.0,1.0,6.0,Cheat Sheet
86ba5c12b91611ef83c58878734f76cf,4,1,3310,3,Imaginary Trailblazer,Ruan Mei,Gallagher,Imaginary March 7th,6.0,1.0,4.0,6.0,Rime Piercer
86ba5c12b91611ef83c58878734f76cf,4,2,3629,3,Jing Yuan,Robin,Huohuo,Sunday,0.0,0.0,0.0,0.0,Cheat Sheet
86ba5c13b91611ef8ba28878734f76cf,4,1,3368,3,Firefly,Imaginary Trailblazer,Gallagher,Ruan Mei,0.0,6.0,6.0,0.0,Rime Piercer
86ba5c13b91611ef8ba28878734f76cf,4,2,3520,3,Acheron,Jiaoqiu,Aventurine,Bronya,2.0,0.0,0.0,2.0,Cheat Sheet
86ba5c14b91611efa9b88878734f76cf,4,1,1106,1,Fu Xuan,Feixiao,Firefly,Topaz & Numby,0.0,3.0,1.0,0.0,Rime Piercer
86ba5c14b91611efa9b88878734f76cf,4,2,3179,1,Aventurine,Acheron,Ruan Mei,Kafka,0.0,1.0,0.0,0.0,After Bell Detention
86ba5c15b91611ef9fce8878734f76cf,4,1,3713,3,Firefly,Imaginary Trailblazer,Lingsha,Ruan Mei,2.0,6.0,0.0,1.0,Rime Piercer
86ba5c15b91611ef9fce8878734f76cf,4,2,3378,3,Acheron,Kafka,Aventurine,Black Swan,0.0,0.0,0.0,1.0,Recess
86ba5c16b91611efaed08878734f76cf,4,1,3751,3,Feixiao,Imaginary March 7th,Robin,Ruan Mei,0.0,6.0,1.0,1.0,Rime Piercer
86ba5c16b91611efaed08878734f76cf,4,2,3660,3,Acheron,Jiaoqiu,Pela,Sparkle,0.0,0.0,6.0,2.0,Cheat Sheet
86ba5c17b91611ef987a8878734f76cf,4,1,3482,3,Ruan Mei,Firefly,Imaginary Trailblazer,Lingsha,0.0,0.0,6.0,0.0,Rime Piercer
86ba5c17b91611ef987a8878734f76cf,4,2,3169,3,Sunday,Jing Yuan,Robin,Aventurine,0.0,0.0,0.0,0.0,Cheat Sheet
86ba5c18b91611ef9b7f8878734f76cf,4,1,3504,3,Boothill,Ruan Mei,Gallagher,Bronya,1.0,0.0,2.0,3.0,Rime Piercer
86ba5c18b91611ef9b7f8878734f76cf,4,2,3574,3,Jing Yuan,Jiaoqiu,Aventurine,Sunday,2.0,1.0,0.0,1.0,Cheat Sheet
86ba5c19b91611efada18878734f76cf,4,1,3130,3,Kafka,Black Swan,Acheron,Huohuo,1.0,0.0,0.0,0.0,Persistence of Decay
86ba5c19b91611efada18878734f76cf,4,2,3596,3,Rappa,Imaginary Trailblazer,Ruan Mei,Lingsha,0.0,6.0,0.0,0.0,After Bell Detention
86ba5c1ab91611ef99258878734f76cf,4,1,3563,2,Imaginary Trailblazer,Firefly,Ruan Mei,Gallagher,6.0,0.0,0.0,6.0,Rime Piercer
86ba5c1ab91611ef99258878734f76cf,4,2,2946,2,Black Swan,Kafka,Robin,Luocha,0.0,0.0,1.0,0.0,After Bell Detention
86ba5c1bb91611efa98e8878734f76cf,4,1,3561,3,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,0.0,6.0,0.0,6.0,Rime Piercer
86ba5c1bb91611efa98e8878734f76cf,4,2,3396,3,Acheron,Robin,Jiaoqiu,Aventurine,0.0,0.0,0.0,0.0,Cheat Sheet
86ba5c1cb91611ef99018878734f76cf,4,1,3828,3,Firefly,Imaginary Trailblazer,Ruan Mei,Lingsha,2.0,6.0,1.0,0.0,Rime Piercer
86ba5c1cb91611ef99018878734f76cf,4,2,3764,3,Acheron,Sparkle,Aventurine,Jiaoqiu,6.0,0.0,2.0,1.0,Recess
86ba5c1db91611efb0e68878734f76cf,4,1,1176,0,Huohuo,Topaz & Numby,Himeko,Robin,2.0,6.0,0.0,0.0,Rime Piercer
86ba5c1db91611efb0e68878734f76cf,4,2,0,0,,,,,,,,,
86ba5c1eb91611ef9f4d8878734f76cf,4,1,3411,3,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,0.0,2.0,0.0,3.0,Rime Piercer
86ba5c1eb91611ef9f4d8878734f76cf,4,2,3710,3,Acheron,Pela,Jiaoqiu,Aventurine,0.0,6.0,0.0,0.0,Recess
86ba5c1fb91611ef93948878734f76cf,4,1,3502,2,Topaz & Numby,Feixiao,Robin,Aventurine,2.0,1.0,0.0,0.0,Persistence of Decay
86ba5c1fb91611ef93948878734f76cf,4,2,2973,2,Firefly,Ruan Mei,Imaginary Trailblazer,Luocha,0.0,0.0,6.0,0.0,Cheat Sheet
86ba5c20b91611ef9fae8878734f76cf,4,1,3133,3,Seele,Tingyun,Sparkle,Fu Xuan,0.0,6.0,0.0,0.0,Rolling Storm
86ba5c20b91611ef9fae8878734f76cf,4,2,3525,3,Lingsha,Rappa,Ruan Mei,Imaginary Trailblazer,0.0,0.0,0.0,6.0,After Bell Detention
86ba5c21b91611ef8a738878734f76cf,4,1,3587,3,Ruan Mei,Firefly,Imaginary Trailblazer,Gallagher,0.0,0.0,6.0,4.0,Rime Piercer
86ba5c21b91611ef8a738878734f76cf,4,2,3301,3,Sunday,Acheron,Pela,Fu Xuan,0.0,2.0,6.0,1.0,Recess
