uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
5d4423f3120b11f0a65d8878734f76cf,4,1,3814,3,Feixiao,Imaginary March 7th,Robin,Sunday,0.0,6.0,1.0,1.0,Turn of Luck
5d4423f3120b11f0a65d8878734f76cf,4,2,3653,3,Acheron,Jiaoqiu,Pela,Gallagher,0.0,0.0,6.0,6.0,Teaching and Learning Go Banana in Peel
5d443f66120b11f0ae488878734f76cf,4,1,3818,3,Feixiao,Ice Trailblazer,Robin,Imaginary March 7th,0.0,6.0,1.0,6.0,Turn of Luck
5d443f66120b11f0ae488878734f76cf,4,2,3713,3,Tribbie,Mydei,Sunday,Gallagher,1.0,1.0,0.0,6.0,Teaching and Learning Go Banana in Peel
5d58a903120b11f0b9888878734f76cf,4,1,2567,0,Acheron,Jiaoqiu,Ruan Mei,Aventurine,0.0,1.0,1.0,1.0,Battlefield of Wits
5d58a903120b11f0b9888878734f76cf,4,2,1157,0,Dan Heng • Imbibitor Lunae,Jingliu,Sparkle,Luocha,0.0,0.0,0.0,1.0,Teaching and Learning Go Banana in Peel
5d58a999120b11f094f58878734f76cf,4,1,3383,3,Feixiao,Robin,Aventurine,Topaz & Numby,0.0,0.0,0.0,0.0,Turn of Luck
5d58a999120b11f094f58878734f76cf,4,2,3490,3,The Herta,Tribbie,Fu Xuan,Jade,0.0,0.0,0.0,0.0,Teach By Banaxample
5d444086120b11f0b09a8878734f76cf,4,1,3802,3,Feixiao,Imaginary March 7th,Robin,Bronya,0.0,6.0,1.0,2.0,Turn of Luck
5d444086120b11f0b09a8878734f76cf,4,2,3574,3,Aglaea,Sunday,Ice Trailblazer,Tribbie,0.0,1.0,6.0,0.0,Teach By Banaxample
5d58aa21120b11f0b6eb8878734f76cf,4,1,3592,3,Boothill,Sunday,Fugue,Ruan Mei,0.0,0.0,0.0,0.0,Daring Wager
5d58aa21120b11f0b6eb8878734f76cf,4,2,3480,3,Acheron,Jiaoqiu,Fu Xuan,Pela,0.0,0.0,1.0,6.0,Teaching and Learning Go Banana in Peel
5d444150120b11f09f428878734f76cf,4,1,3152,3,Firefly,Imaginary Trailblazer,Lingsha,Ruan Mei,2.0,6.0,0.0,0.0,Daring Wager
5d444150120b11f09f428878734f76cf,4,2,3480,3,The Herta,Herta,Tribbie,Huohuo,0.0,6.0,0.0,0.0,Teaching and Learning Go Banana in Peel
5d444206120b11f0aca68878734f76cf,4,1,3415,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2.0,2.0,0.0,0.0,Daring Wager
5d444206120b11f0aca68878734f76cf,4,2,3461,3,The Herta,Tribbie,Herta,Gallagher,0.0,0.0,6.0,6.0,Teaching and Learning Go Banana in Peel
5d58aab9120b11f093d28878734f76cf,4,1,3175,2,The Herta,Jade,Fu Xuan,Robin,0.0,0.0,0.0,1.0,Battlefield of Wits
