uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
c6fd6576274611f093278878734f76cf,4,1,3489,3,Acheron,Jiaoqiu,Pela,Luocha,0.0,0.0,6.0,0.0,Stunning Remark
c6fd6576274611f093278878734f76cf,4,2,3721,3,Feixiao,Robin,Ruan Mei,Gallagher,0.0,1.0,0.0,6.0,Pursue and Eliminate
c6fd6685274611f0a19a8878734f76cf,4,1,3808,3,Tribbie,Mydei,Sunday,Pela,1.0,1.0,0.0,6.0,No Turning Back
c6fd6685274611f0a19a8878734f76cf,4,2,3752,3,Feixiao,Robin,Ice Trailblazer,Ruan Mei,0.0,1.0,6.0,1.0,Pursue and Eliminate
c6fd67dc274611f0b7ac8878734f76cf,4,1,3536,2,The Herta,Tribbie,Jade,Fu Xuan,0.0,0.0,0.0,1.0,Knowledge and Decorum
c6fd67dc274611f0b7ac8878734f76cf,4,2,2983,2,Feixiao,Aventurine,Topaz & Numby,Robin,0.0,0.0,0.0,0.0,Pursue and Eliminate
c6fd6884274611f097b68878734f76cf,4,1,3720,3,Aglaea,Sunday,Robin,Bronya,0.0,1.0,1.0,3.0,Stunning Remark
c6fd6884274611f097b68878734f76cf,4,2,3876,3,Castorice,Tribbie,Ice Trailblazer,Ruan Mei,0.0,0.0,6.0,0.0,Withered Tree's Revival
c6fd6926274611f0904a8878734f76cf,4,1,3410,3,Jade,Fu Xuan,Sunday,Tribbie,1.0,1.0,0.0,0.0,Knowledge and Decorum
c6fd6926274611f0904a8878734f76cf,4,2,3287,3,Boothill,Fugue,Ruan Mei,Gallagher,0.0,0.0,1.0,3.0,Sweeping Storm
c6fd69bd274611f088b58878734f76cf,4,1,3598,3,Ice Trailblazer,Castorice,Gallagher,Tribbie,4.0,1.0,6.0,0.0,No Turning Back
c6fd69bd274611f088b58878734f76cf,4,2,3361,3,Fugue,Firefly,Lingsha,Ruan Mei,0.0,2.0,0.0,0.0,Sweeping Storm
c6fd6a53274611f095368878734f76cf,4,1,3731,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2.0,2.0,0.0,0.0,Stunning Remark
c6fd6a53274611f095368878734f76cf,4,2,3788,3,Castorice,Ice Trailblazer,Tribbie,Gallagher,2.0,6.0,0.0,6.0,Withered Tree's Revival
c6fd6b7f274611f08b548878734f76cf,4,1,3505,3,The Herta,Jade,Lingsha,Tribbie,0.0,0.0,0.0,0.0,Knowledge and Decorum
c6fd6b7f274611f08b548878734f76cf,4,2,3484,3,Ruan Mei,Luocha,Ice Trailblazer,Castorice,1.0,0.0,6.0,0.0,Withered Tree's Revival
c6fd6d65274611f0b9b28878734f76cf,4,1,3725,3,Silver Wolf,Rappa,Ruan Mei,Fugue,0.0,2.0,1.0,1.0,Knowledge and Decorum
c6fd6d65274611f0b9b28878734f76cf,4,2,3635,3,Sunday,Castorice,Ice Trailblazer,Luocha,1.0,0.0,6.0,0.0,Withered Tree's Revival
c6fd6f23274611f091058878734f76cf,4,1,0,0,The Herta,Jade,Sunday,Huohuo,0.0,0.0,0.0,0.0,Knowledge and Decorum
c6fd6f23274611f091058878734f76cf,4,2,3054,0,Aventurine,Clara,Robin,Topaz & Numby,0.0,3.0,0.0,0.0,Pursue and Eliminate
