uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
5735b206331b11f0b8c98878734f76cf,4,1,35840,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0,Empty Air
5735b206331b11f0b8c98878734f76cf,4,2,40000,3,Jing Yuan,Sunday,Robin,Huohuo,0,1.0,1.0,0.0,Empty Air
5735cc2c331b11f0a6308878734f76cf,4,1,40000,3,Rappa,Imaginary Trailblazer,Ruan Mei,Fugue,0,6.0,1.0,0.0,Hollow Hope
5735cc2c331b11f0a6308878734f76cf,4,2,40000,3,Tribbie,Mydei,Sunday,Luocha,1,1.0,0.0,0.0,Hierophany
5735cd16331b11f0a7f78878734f76cf,4,1,30040,3,Aglaea,Sunday,Robin,Luocha,0,1.0,1.0,0.0,Hollow Hope
5735cd16331b11f0a7f78878734f76cf,4,2,40000,3,Gallagher,Tribbie,Ice Trailblazer,Castorice,6,0.0,6.0,0.0,Hierophany
5735cda3331b11f09a348878734f76cf,4,1,28440,3,Acheron,Pela,Gallagher,Jiaoqiu,0,6.0,3.0,0.0,Empty Air
5735cda3331b11f09a348878734f76cf,4,2,36040,3,Jade,Fu Xuan,Tribbie,Sunday,1,1.0,0.0,0.0,Empty Air
57441440331b11f08a4b8878734f76cf,4,1,29720,3,Fugue,Firefly,Lingsha,Ruan Mei,0,2.0,0.0,0.0,Hollow Hope
57441440331b11f08a4b8878734f76cf,4,2,40000,3,Ice Trailblazer,Castorice,Gallagher,Tribbie,4,2.0,6.0,0.0,Hierophany
5735ce11331b11f0b67d8878734f76cf,4,1,40000,3,Acheron,Sparkle,Aventurine,Jiaoqiu,2,2.0,0.0,0.0,Empty Air
5735ce11331b11f0b67d8878734f76cf,4,2,40000,3,Castorice,Tribbie,Ice Trailblazer,Gallagher,2,0.0,6.0,6.0,Hierophany
5735cee6331b11f0b1d38878734f76cf,4,1,32040,3,The Herta,Aventurine,Jade,Robin,0,0.0,0.0,0.0,Empty Air
5735cee6331b11f0b1d38878734f76cf,4,2,31080,3,Castorice,Tribbie,Luocha,Ice Trailblazer,0,0.0,0.0,6.0,Hierophany
5735cf46331b11f0ac098878734f76cf,4,1,40000,3,Silver Wolf,Rappa,Ruan Mei,Fugue,0,2.0,1.0,1.0,Hollow Hope
5735cf46331b11f0ac098878734f76cf,4,2,40000,3,Serval,The Herta,Ice Trailblazer,Fu Xuan,6,2.0,6.0,2.0,Empty Air
5744146d331b11f094c58878734f76cf,4,1,32400,3,Sparkle,Sunday,Mydei,Huohuo,0,0.0,1.0,0.0,Hierophany
5744146d331b11f094c58878734f76cf,4,2,30000,3,The Herta,Jade,Robin,Fu Xuan,0,0.0,0.0,0.0,Empty Air
5744149c331b11f0a2cf8878734f76cf,4,1,17920,0,Mydei,Bronya,Blade,Luocha,1,2.0,3.0,1.0,Hollow Hope
5744149c331b11f0a2cf8878734f76cf,4,2,18000,0,Jing Yuan,Sunday,Dan Heng • Imbibitor Lunae,Bailu,0,0.0,4.0,0.0,Empty Air
5735cf9f331b11f08c1a8878734f76cf,4,1,22440,1,Rappa,Aventurine,Ruan Mei,Imaginary Trailblazer,0,0.0,0.0,4.0,Hollow Hope
5735cf9f331b11f08c1a8878734f76cf,4,2,26520,1,Castorice,Blade,Tribbie,Gallagher,0,0.0,0.0,6.0,Hierophany
5735cff8331b11f090448878734f76cf,4,1,24920,3,Castorice,Ruan Mei,Robin,Luocha,0,1.0,0.0,0.0,Hierophany
5735cff8331b11f090448878734f76cf,4,2,40000,3,The Herta,Ice Trailblazer,Herta,Fu Xuan,0,6.0,6.0,0.0,Empty Air
574414ca331b11f0b6ca8878734f76cf,4,1,25120,2,Aventurine,Robin,Yunli,Sunday,1,0.0,0.0,0.0,Empty Air
574414ca331b11f0b6ca8878734f76cf,4,2,32400,2,Fu Xuan,Jade,Castorice,The Herta,0,0.0,1.0,0.0,Empty Air
574414f7331b11f0b9378878734f76cf,4,1,33200,3,Fugue,Ruan Mei,Rappa,Gallagher,1,1.0,0.0,6.0,Hollow Hope
574414f7331b11f0b9378878734f76cf,4,2,40000,3,Castorice,Tribbie,Huohuo,Ice Trailblazer,0,0.0,0.0,6.0,Hierophany
57441523331b11f080998878734f76cf,4,1,37840,3,Ruan Mei,Rappa,Lingsha,Fugue,1,0.0,0.0,1.0,Hollow Hope
57441523331b11f080998878734f76cf,4,2,24040,3,Pela,Aventurine,Jiaoqiu,Acheron,5,0.0,0.0,0.0,Empty Air
5735d051331b11f0a1a78878734f76cf,4,1,40000,3,Firefly,Fugue,Lingsha,Ruan Mei,6,1.0,1.0,1.0,Hollow Hope
5735d051331b11f0a1a78878734f76cf,4,2,40000,3,The Herta,Herta,Ice Trailblazer,Tribbie,2,6.0,6.0,1.0,Empty Air
5735d0be331b11f0b2fb8878734f76cf,4,1,32600,3,Argenti,Sparkle,Tingyun,Huohuo,0,0.0,6.0,1.0,Empty Air
5735d0be331b11f0b2fb8878734f76cf,4,2,34680,3,Castorice,Ice Trailblazer,Ruan Mei,Gallagher,0,6.0,1.0,6.0,Hollow Hope
5735d139331b11f0bb4b8878734f76cf,4,1,40000,3,The Herta,Tribbie,Anaxa,Huohuo,2,1.0,0.0,1.0,Empty Air
5735d139331b11f0bb4b8878734f76cf,4,2,36480,3,Acheron,Sparkle,Aventurine,Pela,2,2.0,0.0,6.0,Empty Air
5735d191331b11f090128878734f76cf,4,1,40000,3,Castorice,Ice Trailblazer,Lingsha,Bronya,2,6.0,1.0,1.0,Hierophany
5735d191331b11f090128878734f76cf,4,2,40000,3,The Herta,Jade,Fu Xuan,Yunli,2,0.0,2.0,1.0,Empty Air
5735d1e5331b11f09e348878734f76cf,4,1,40000,3,Jade,Yunli,Tribbie,Fu Xuan,1,1.0,1.0,1.0,Empty Air
5735d1e5331b11f09e348878734f76cf,4,2,40000,3,Robin,The Herta,Aventurine,Herta,0,2.0,1.0,6.0,Empty Air
5735d238331b11f093518878734f76cf,4,1,27560,3,Rappa,Fugue,Ruan Mei,Gallagher,0,1.0,1.0,6.0,Hollow Hope
5735d238331b11f093518878734f76cf,4,2,35680,3,The Herta,Jade,Ice Trailblazer,Lynx,0,0.0,6.0,6.0,Empty Air
5735d293331b11f0b5ca8878734f76cf,4,1,28600,3,Ruan Mei,Rappa,Fugue,Gallagher,0,0.0,0.0,6.0,Hollow Hope
5735d293331b11f0b5ca8878734f76cf,4,2,32000,3,Acheron,Kafka,Tribbie,Fu Xuan,0,6.0,0.0,0.0,Empty Air
5735d2e7331b11f099348878734f76cf,4,1,39520,3,Acheron,Sparkle,Fu Xuan,Jiaoqiu,2,1.0,1.0,0.0,Empty Air
5735d2e7331b11f099348878734f76cf,4,2,40000,3,The Herta,Herta,Robin,Gallagher,0,6.0,0.0,6.0,Empty Air
57441554331b11f0b6918878734f76cf,4,1,40000,3,Rappa,Fugue,Ruan Mei,Lingsha,1,1.0,2.0,1.0,Hollow Hope
57441554331b11f0b6918878734f76cf,4,2,40000,3,Castorice,Tribbie,Bronya,Huohuo,2,0.0,5.0,2.0,Hierophany
5735d33f331b11f08b818878734f76cf,4,1,34600,3,Anaxa,Sunday,Ice Trailblazer,Fu Xuan,0,0.0,6.0,1.0,Empty Air
5735d33f331b11f08b818878734f76cf,4,2,27600,3,Acheron,Jiaoqiu,Pela,Aventurine,0,0.0,6.0,0.0,Empty Air
5735d394331b11f094318878734f76cf,4,1,32920,3,Rappa,Fugue,Ruan Mei,Gallagher,0,1.0,1.0,6.0,Hollow Hope
5735d394331b11f094318878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Luocha,0,6.0,0.0,1.0,Hierophany
5735d3e8331b11f084ed8878734f76cf,4,1,40000,3,The Herta,Robin,Ruan Mei,Jade,2,2.0,1.0,0.0,Empty Air
5735d3e8331b11f084ed8878734f76cf,4,2,40000,3,Castorice,Tribbie,Luocha,Ice Trailblazer,2,1.0,0.0,6.0,Hierophany
5735d443331b11f0b8c18878734f76cf,4,1,40000,3,Castorice,Sunday,Tribbie,Gallagher,1,0.0,0.0,6.0,Hierophany
