uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
0e444bf9d97711efa2868878734f76cf,4,1,3502,3,Acheron,Jiaoqiu,Pela,Gallagher,0.0,0.0,6.0,6.0,Feats of Might
0e444bf9d97711efa2868878734f76cf,4,2,3705,3,Jing Yuan,Ruan Mei,Robin,Sunday,0.0,0.0,1.0,1.0,Sweeping Force
0e444bfad97711efbfd78878734f76cf,4,1,3514,3,Fugue,Gallagher,Ruan Mei,Rappa,0.0,6.0,0.0,0.0,Hunter's Stride
0e444bfad97711efbfd78878734f76cf,4,2,3607,3,Feixiao,Moze,Robin,Aventurine,0.0,6.0,0.0,0.0,Sweeping Force
0e444bfbd97711ef94338878734f76cf,4,1,3029,3,Sunday,Pela,Jingliu,Luocha,1.0,6.0,1.0,0.0,Feats of Might
0e444bfbd97711ef94338878734f76cf,4,2,3678,3,Feixiao,Imaginary March 7th,Robin,Gallagher,0.0,6.0,0.0,6.0,Sweeping Force
0e444bfcd97711ef82688878734f76cf,4,1,3476,3,The Herta,Herta,Robin,Huohuo,0.0,6.0,0.0,0.0,Victorious by Wit
0e444bfcd97711ef82688878734f76cf,4,2,3398,3,Imaginary Trailblazer,Firefly,Lingsha,Ruan Mei,6.0,2.0,0.0,0.0,Barren of Life
0e444bfdd97711efaee68878734f76cf,4,1,3813,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2.0,2.0,0.0,0.0,Feats of Might
0e444bfdd97711efaee68878734f76cf,4,2,3508,3,Firefly,Ruan Mei,Imaginary Trailblazer,Gallagher,2.0,1.0,6.0,6.0,Tangled Chaos
0e444bfed97711ef99478878734f76cf,4,1,3837,3,Ice Trailblazer,The Herta,Sunday,Herta,6.0,2.0,1.0,6.0,Victorious by Wit
0e444bfed97711ef99478878734f76cf,4,2,3725,3,Fugue,Rappa,Lingsha,Ruan Mei,1.0,2.0,0.0,1.0,Tangled Chaos
0e444bffd97711efa7198878734f76cf,4,1,3327,3,Dan Heng • Imbibitor Lunae,Sunday,Sparkle,Huohuo,2.0,0.0,0.0,0.0,Hunter's Stride
0e444bffd97711efa7198878734f76cf,4,2,3277,3,Aventurine,Silver Wolf,Jiaoqiu,Acheron,0.0,0.0,0.0,0.0,Sweeping Force
0e444c00d97711efab1f8878734f76cf,4,1,3513,3,Aventurine,Robin,Jade,The Herta,1.0,0.0,0.0,0.0,Victorious by Wit
0e444c00d97711efab1f8878734f76cf,4,2,3225,3,Gallagher,Ruan Mei,Imaginary Trailblazer,Firefly,6.0,0.0,6.0,0.0,Tangled Chaos
0e444c01d97711ef936d8878734f76cf,4,1,3800,3,The Herta,Herta,Pela,Ice Trailblazer,2.0,6.0,6.0,6.0,Victorious by Wit
0e444c01d97711ef936d8878734f76cf,4,2,3809,3,Firefly,Fugue,Lingsha,Ruan Mei,6.0,1.0,1.0,1.0,Tangled Chaos
0e444c02d97711ef820c8878734f76cf,4,1,3290,2,Acheron,Jiaoqiu,Aventurine,Pela,0.0,0.0,0.0,6.0,Hunter's Stride
0e444c02d97711ef820c8878734f76cf,4,2,2778,2,Feixiao,Moze,Fu Xuan,Robin,0.0,6.0,0.0,0.0,Sweeping Force
0e444c03d97711ef900c8878734f76cf,4,1,3639,3,The Herta,Hanya,Serval,Huohuo,2.0,6.0,6.0,1.0,Victorious by Wit
0e444c03d97711ef900c8878734f76cf,4,2,3594,3,Acheron,Bronya,Aventurine,Pela,2.0,2.0,0.0,6.0,Sweeping Force
0e444c04d97711ef99fc8878734f76cf,4,1,3762,3,The Herta,Jade,Robin,Fu Xuan,2.0,0.0,0.0,0.0,Victorious by Wit
0e444c04d97711ef99fc8878734f76cf,4,2,3665,3,Firefly,Fugue,Lingsha,Ruan Mei,2.0,1.0,1.0,0.0,Tangled Chaos
0e444c05d97711ef9c848878734f76cf,4,1,3776,3,The Herta,Fu Xuan,Jade,Ruan Mei,2.0,1.0,1.0,1.0,Victorious by Wit
0e444c05d97711ef9c848878734f76cf,4,2,2848,3,Robin,Yunli,Aventurine,Topaz & Numby,0.0,0.0,1.0,1.0,Sweeping Force
0e444c06d97711ef95c48878734f76cf,4,1,3026,2,Dan Heng • Imbibitor Lunae,Sunday,Ice Trailblazer,Luocha,0.0,0.0,6.0,0.0,Hunter's Stride
0e444c06d97711ef95c48878734f76cf,4,2,3435,2,Kafka,Black Swan,Robin,Huohuo,6.0,0.0,0.0,0.0,Barren of Life
0e444c07d97711efbf2c8878734f76cf,4,1,3588,3,The Herta,Serval,Sunday,Gallagher,0.0,4.0,0.0,6.0,Victorious by Wit
0e444c07d97711efbf2c8878734f76cf,4,2,3559,3,Acheron,Sparkle,Fu Xuan,Jiaoqiu,2.0,1.0,0.0,0.0,Sweeping Force
0e444c08d97711efb3fc8878734f76cf,4,1,3369,3,Acheron,Jiaoqiu,Pela,Fu Xuan,0.0,0.0,6.0,1.0,Hunter's Stride
0e444c08d97711efb3fc8878734f76cf,4,2,3504,3,Feixiao,Moze,Ice Trailblazer,Aventurine,0.0,2.0,6.0,0.0,Sweeping Force
0e444c09d97711ef84d78878734f76cf,4,1,3877,3,The Herta,Robin,Ruan Mei,Herta,2.0,1.0,1.0,6.0,Victorious by Wit
0e444c09d97711ef84d78878734f76cf,4,2,3742,3,Firefly,Imaginary Trailblazer,Lingsha,Fugue,2.0,6.0,1.0,0.0,Tangled Chaos
0e444c0ad97711efbc898878734f76cf,4,1,3406,3,Robin,Yunli,Huohuo,Jade,0.0,0.0,0.0,0.0,Feats of Might
0e444c0ad97711efbc898878734f76cf,4,2,3537,3,Rappa,Fugue,Ruan Mei,Gallagher,0.0,1.0,1.0,6.0,Tangled Chaos
0e444c0bd97711efb6c68878734f76cf,4,1,3640,3,The Herta,Ice Trailblazer,Aventurine,Herta,0.0,6.0,0.0,6.0,Victorious by Wit
0e444c0bd97711efb6c68878734f76cf,4,2,3442,3,Himeko,Ruan Mei,Fugue,Gallagher,1.0,1.0,0.0,6.0,Tangled Chaos
0e444c0cd97711ef9a6b8878734f76cf,4,1,3467,3,The Herta,Serval,Gallagher,Ice Trailblazer,0.0,6.0,6.0,6.0,Victorious by Wit
0e444c0cd97711ef9a6b8878734f76cf,4,2,3534,3,Acheron,Jiaoqiu,Robin,Bronya,2.0,0.0,0.0,2.0,Sweeping Force
0e444c0dd97711ef829c8878734f76cf,4,1,3425,3,Firefly,Fugue,Lingsha,Ruan Mei,2.0,0.0,0.0,1.0,Hunter's Stride
0e444c0dd97711ef829c8878734f76cf,4,2,3175,3,Acheron,Kafka,Aventurine,Black Swan,0.0,0.0,0.0,1.0,Sweeping Force
0e444c0ed97711efbc298878734f76cf,4,1,3801,3,Acheron,Jiaoqiu,Pela,Sparkle,0.0,0.0,6.0,2.0,Feats of Might
0e444c0ed97711efbc298878734f76cf,4,2,3818,3,Feixiao,Imaginary March 7th,Robin,Bronya,0.0,6.0,1.0,4.0,Sweeping Force
0e444c0fd97711ef82098878734f76cf,4,1,3558,3,The Herta,Sunday,Jade,Aventurine,0.0,0.0,0.0,0.0,Victorious by Wit
0e444c0fd97711ef82098878734f76cf,4,2,3217,3,Rappa,Ruan Mei,Imaginary Trailblazer,Gallagher,0.0,0.0,6.0,6.0,Tangled Chaos
0e444c10d97711ef98918878734f76cf,4,1,3757,3,Argenti,Fugue,Ruan Mei,Imaginary Trailblazer,1.0,1.0,1.0,6.0,Hunter's Stride
0e444c10d97711ef98918878734f76cf,4,2,3723,3,Feixiao,Imaginary March 7th,Robin,Aventurine,0.0,6.0,2.0,0.0,Sweeping Force
0e444c11d97711efb5e68878734f76cf,4,1,3311,3,Robin,Fu Xuan,Acheron,Jiaoqiu,0.0,0.0,2.0,0.0,Hunter's Stride
0e444c11d97711efb5e68878734f76cf,4,2,3440,3,Imaginary March 7th,Ice Trailblazer,Aventurine,Feixiao,6.0,6.0,0.0,0.0,Sweeping Force
0e444c12d97711efb6d48878734f76cf,4,1,3621,3,Jade,The Herta,Aventurine,Robin,0.0,0.0,0.0,0.0,Victorious by Wit
0e444c12d97711efb6d48878734f76cf,4,2,3400,3,Dan Heng • Imbibitor Lunae,Sunday,Ruan Mei,Gallagher,2.0,1.0,0.0,5.0,Sweeping Force
0e444c13d97711efa0cd8878734f76cf,4,1,3562,3,Sunday,The Herta,Aventurine,Jade,0.0,0.0,0.0,0.0,Victorious by Wit
0e444c13d97711efa0cd8878734f76cf,4,2,3293,3,Gallagher,Rappa,Imaginary Trailblazer,Ruan Mei,6.0,0.0,4.0,0.0,Sweeping Force
0e444c14d97711ef9fd38878734f76cf,4,1,3557,3,Tingyun,Aventurine,Yunli,Robin,6.0,0.0,0.0,1.0,Feats of Might
0e444c14d97711ef9fd38878734f76cf,4,2,3514,3,Ruan Mei,Fugue,Rappa,Gallagher,0.0,0.0,0.0,5.0,Tangled Chaos
0e444c15d97711ef931b8878734f76cf,4,1,3416,3,The Herta,Ice Trailblazer,Fu Xuan,Argenti,0.0,6.0,1.0,0.0,Victorious by Wit
0e444c15d97711ef931b8878734f76cf,4,2,3261,3,Kafka,Aventurine,Acheron,Black Swan,0.0,1.0,0.0,0.0,Barren of Life
0e444c16d97711ef9df18878734f76cf,4,1,3497,3,Robin,The Herta,Herta,Aventurine,0.0,0.0,6.0,0.0,Victorious by Wit
0e444c16d97711ef9df18878734f76cf,4,2,3338,3,Ruan Mei,Kafka,Black Swan,Luocha,0.0,2.0,0.0,1.0,Barren of Life
0e444c17d97711ef9afd8878734f76cf,4,1,3151,3,Clara,Huohuo,Robin,Sparkle,3.0,0.0,0.0,0.0,Feats of Might
0e444c17d97711ef9afd8878734f76cf,4,2,3547,3,Jiaoqiu,Aventurine,Pela,Acheron,0.0,1.0,6.0,0.0,Sweeping Force
0e444c18d97711efa08e8878734f76cf,4,1,3477,3,Huohuo,Yunli,Robin,Ice Trailblazer,0.0,0.0,0.0,6.0,Feats of Might
0e444c18d97711efa08e8878734f76cf,4,2,3484,3,Firefly,Fugue,Ruan Mei,Gallagher,2.0,0.0,0.0,6.0,Tangled Chaos
