uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
c58555d33e3111f0a9938878734f76cf,4,1,35840,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0,6.0,6.0,Empty Air
c58555d33e3111f0a9938878734f76cf,4,2,40000,3,Jing Yuan,Sunday,Robin,Huohuo,0,1,1.0,0.0,Empty Air
c58568103e3111f0b4198878734f76cf,4,1,40000,3,Rappa,Imaginary Trailblazer,Ruan Mei,Fugue,0,6,1.0,0.0,Hollow Hope
c58568103e3111f0b4198878734f76cf,4,2,40000,3,Tribbie,Mydei,Sunday,Luocha,1,1,0.0,0.0,Hierophany
c58568a23e3111f0b6698878734f76cf,4,1,30440,3,Jing Yuan,Sunday,Robin,Ice March 7th,0,1,1.0,6.0,Empty Air
c58568a23e3111f0b6698878734f76cf,4,2,40000,3,Hyacine,Tribbie,Ice Trailblazer,Castorice,0,0,6.0,0.0,Hierophany
c58568ee3e3111f0b6fe8878734f76cf,4,1,28440,3,Acheron,Pela,Gallagher,Jiaoqiu,0,6,3.0,0.0,Empty Air
c58568ee3e3111f0b6fe8878734f76cf,4,2,36040,3,Jade,Fu Xuan,Tribbie,Sunday,1,1,0.0,0.0,Empty Air
c585692c3e3111f09bc08878734f76cf,4,1,29720,3,Fugue,Firefly,Lingsha,Ruan Mei,0,2,0.0,0.0,Hollow Hope
c585692c3e3111f09bc08878734f76cf,4,2,40000,3,Ice Trailblazer,Castorice,Gallagher,Tribbie,4,2,6.0,0.0,Hierophany
c58569663e3111f0a4c28878734f76cf,4,1,40000,3,Acheron,Sparkle,Aventurine,Jiaoqiu,2,2,0.0,0.0,Empty Air
c58569663e3111f0a4c28878734f76cf,4,2,40000,3,Castorice,Tribbie,Ice Trailblazer,Gallagher,2,0,6.0,6.0,Hierophany
c585699e3e3111f0bf8b8878734f76cf,4,1,29320,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0,1.0,1.0,Empty Air
c585699e3e3111f0bf8b8878734f76cf,4,2,36880,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6,0.0,1.0,Hierophany
c58569d03e3111f0bbfa8878734f76cf,4,1,32040,3,The Herta,Aventurine,Jade,Robin,0,0,0.0,0.0,Empty Air
c58569d03e3111f0bbfa8878734f76cf,4,2,31080,3,Castorice,Tribbie,Luocha,Ice Trailblazer,0,0,0.0,6.0,Hierophany
c5856a003e3111f0a71b8878734f76cf,4,1,40000,3,Silver Wolf,Rappa,Ruan Mei,Fugue,0,2,1.0,1.0,Hollow Hope
c5856a003e3111f0a71b8878734f76cf,4,2,40000,3,Serval,The Herta,Ice Trailblazer,Fu Xuan,6,2,6.0,2.0,Empty Air
c58cee393e3111f085318878734f76cf,4,1,32400,3,Sparkle,Sunday,Mydei,Huohuo,0,0,1.0,0.0,Hierophany
c58cee393e3111f085318878734f76cf,4,2,30000,3,The Herta,Jade,Robin,Fu Xuan,0,0,0.0,0.0,Empty Air
c58cee603e3111f0b0938878734f76cf,4,1,17920,0,Mydei,Bronya,Blade,Luocha,1,2,3.0,1.0,Hollow Hope
c58cee603e3111f0b0938878734f76cf,4,2,18000,0,Jing Yuan,Sunday,Dan Heng • Imbibitor Lunae,Bailu,0,0,4.0,0.0,Empty Air
c5856a2f3e3111f086c58878734f76cf,4,1,22440,1,Rappa,Aventurine,Ruan Mei,Imaginary Trailblazer,0,0,0.0,4.0,Hollow Hope
c5856a2f3e3111f086c58878734f76cf,4,2,26520,1,Castorice,Blade,Tribbie,Gallagher,0,0,0.0,6.0,Hierophany
