uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
a45cf42f405d11efbb3128c2dd2980ba,4,1,23662,2,Huohuo,Acheron,Kafka,Black Swan,0,0,1,0.0,Chicanery
a45cf42f405d11efbb3128c2dd2980ba,4,2,29433,2,Gallagher,Herta,Himeko,Ruan Mei,4,6,0,0.0,Distortion
a45cf430405d11efb92928c2dd2980ba,4,1,40000,3,Robin,Jade,Herta,Bailu,0,0,6,1.0,Distortion
a45cf430405d11efb92928c2dd2980ba,4,2,34800,3,Himeko,Pela,Ruan Mei,Gallagher,2,6,0,2.0,Distortion
a45cf431405d11ef99ab28c2dd2980ba,4,1,28102,2,Dr. Ratio,Clara,Robin,Luocha,0,0,0,0.0,Distortion
a45cf431405d11ef99ab28c2dd2980ba,4,2,29344,2,Ruan Mei,Firefly,Imaginary Trailblazer,Gallagher,0,0,6,6.0,Exaggerate
a45cf432405d11efb6b028c2dd2980ba,4,1,30788,3,Acheron,Pela,Fu Xuan,Sparkle,2,6,0,0.0,Chicanery
a45cf432405d11efb6b028c2dd2980ba,4,2,30166,3,Imaginary Trailblazer,Firefly,Gallagher,Ruan Mei,6,2,6,0.0,Chicanery
a45cf433405d11ef84b528c2dd2980ba,4,1,34000,3,Acheron,Sparkle,Pela,Aventurine,2,2,6,0.0,Chicanery
a45cf433405d11ef84b528c2dd2980ba,4,2,31812,3,Firefly,Ruan Mei,Imaginary Trailblazer,Gallagher,2,1,2,6.0,Exaggerate
a45cf434405d11ef9aa428c2dd2980ba,4,1,28772,3,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,2,6,0,6.0,Exaggerate
a45cf434405d11ef9aa428c2dd2980ba,4,2,40000,3,Himeko,Herta,Sparkle,Fu Xuan,1,6,2,0.0,Distortion
a45cf435405d11ef975528c2dd2980ba,4,1,26843,3,Acheron,Black Swan,Kafka,Luocha,0,0,0,0.0,Exaggerate
a45cf435405d11ef975528c2dd2980ba,4,2,34983,3,Herta,Himeko,Ruan Mei,Fu Xuan,6,1,0,0.0,Distortion
