uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
f7666544faf711ef80128878734f76cf,4,1,3775,3,Feixiao,Imaginary March 7th,Robin,Sunday,0.0,6.0,1.0,1.0,Turn of Luck
f7666544faf711ef80128878734f76cf,4,2,3600,3,Acheron,Jiaoqiu,Pela,Gallagher,0.0,0.0,6.0,6.0,Teaching and Learning Go Banana in Peel
f7667733faf711efa7c18878734f76cf,4,1,3737,3,Feixiao,Ice Trailblazer,Robin,Aventurine,0.0,6.0,1.0,0.0,Turn of Luck
f7667733faf711efa7c18878734f76cf,4,2,3587,3,Fugue,Tribbie,Ruan Mei,Rappa,0.0,1.0,0.0,0.0,Education For Bananall
f76677cefaf711ef86838878734f76cf,4,1,3383,3,Feixiao,Robin,Aventurine,Topaz & Numby,0.0,0.0,0.0,0.0,Turn of Luck
f76677cefaf711ef86838878734f76cf,4,2,3490,3,The Herta,Tribbie,Fu Xuan,Jade,0.0,0.0,0.0,0.0,Teach By Banaxample
f7667827faf711ef9dbb8878734f76cf,4,1,3778,3,Feixiao,Imaginary March 7th,Robin,Bronya,0.0,6.0,1.0,2.0,Turn of Luck
f7667827faf711ef9dbb8878734f76cf,4,2,3531,3,Aglaea,Sunday,Ice Trailblazer,Tingyun,0.0,1.0,6.0,6.0,Teach By Banaxample
f7667866faf711efa9668878734f76cf,4,1,3152,3,Firefly,Imaginary Trailblazer,Lingsha,Ruan Mei,2.0,6.0,0.0,0.0,Daring Wager
f7667866faf711efa9668878734f76cf,4,2,3480,3,The Herta,Herta,Tribbie,Huohuo,0.0,6.0,0.0,0.0,Teaching and Learning Go Banana in Peel
f76678a9faf711efbadb8878734f76cf,4,1,3415,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2.0,2.0,0.0,0.0,Daring Wager
f76678a9faf711efbadb8878734f76cf,4,2,3461,3,The Herta,Tribbie,Herta,Gallagher,0.0,0.0,6.0,6.0,Teaching and Learning Go Banana in Peel
f76678ebfaf711ef86088878734f76cf,4,1,3358,3,Aventurine,Robin,Topaz & Numby,Feixiao,0.0,0.0,0.0,0.0,Turn of Luck
f76678ebfaf711ef86088878734f76cf,4,2,3620,3,The Herta,Jade,Lingsha,Tribbie,0.0,0.0,0.0,0.0,Teaching and Learning Go Banana in Peel
f7667922faf711ef8a068878734f76cf,4,1,3606,3,Sunday,Aglaea,Robin,Fu Xuan,1.0,0.0,0.0,2.0,Battlefield of Wits
f7667922faf711ef8a068878734f76cf,4,2,3711,3,Fugue,Rappa,Lingsha,Ruan Mei,1.0,2.0,0.0,1.0,Education For Bananall
f770baf2faf711ef89028878734f76cf,4,1,3166,0,The Herta,Herta,Tribbie,Huohuo,0.0,6.0,0.0,0.0,Daring Wager
f770baf2faf711ef89028878734f76cf,4,2,79,0,Rappa,Ruan Mei,Imaginary Trailblazer,Gallagher,0.0,0.0,4.0,5.0,Education For Bananall
f770bb24faf711efa5058878734f76cf,4,1,3171,2,Aglaea,Ice Trailblazer,Robin,Luocha,0.0,6.0,0.0,0.0,Battlefield of Wits
f770bb24faf711efa5058878734f76cf,4,2,3193,2,The Herta,Herta,Ruan Mei,Fu Xuan,0.0,6.0,0.0,0.0,Teaching and Learning Go Banana in Peel
f7667955faf711ef86848878734f76cf,4,1,3747,3,Firefly,Fugue,Bronya,Ruan Mei,6.0,1.0,3.0,1.0,Daring Wager
