uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
c58555d33e3111f0a9938878734f76cf,4,1,3308,3,Acheron,Jiaoqiu,Pela,Gallagher,0.0,0.0,6.0,6.0,Sweeping Force
c58555d33e3111f0a9938878734f76cf,4,2,3644,3,Feixiao,Imaginary March 7th,Robin,Luocha,0.0,6.0,1.0,0.0,Turn of Luck
c58568103e3111f0b4198878734f76cf,4,1,3752,3,Feixiao,Robin,Aventurine,Ice Trailblazer,0.0,1.0,0.0,6.0,Sweeping Force
c58568103e3111f0b4198878734f76cf,4,2,3670,3,Tribbie,Mydei,Sunday,Ruan Mei,1.0,1.0,0.0,1.0,Crimson Tide
c58568a23e3111f0b6698878734f76cf,4,1,3764,3,Hyacine,Tribbie,Ice Trailblazer,Castorice,0.0,0.0,6.0,0.0,Call of Dawn
c58568a23e3111f0b6698878734f76cf,4,2,3553,3,Feixiao,Imaginary March 7th,Robin,Luocha,0.0,6.0,1.0,0.0,Turn of Luck
c58568ee3e3111f0b6fe8878734f76cf,4,1,3156,1,Hyacine,Blade,Sunday,Tribbie,0.0,0.0,0.0,0.0,Sweeping Force
c58568ee3e3111f0b6fe8878734f76cf,4,2,1001,1,Boothill,Fugue,Ruan Mei,Gallagher,0.0,0.0,1.0,3.0,Rime Piercer
c585692c3e3111f09bc08878734f76cf,4,1,3831,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4.0,2.0,0.0,0.0,Sweeping Force
c585692c3e3111f09bc08878734f76cf,4,2,3371,3,Fugue,Firefly,Ruan Mei,Lingsha,0.0,2.0,0.0,0.0,Rime Piercer
c58569663e3111f0a4c28878734f76cf,4,1,3887,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2.0,0.0,6.0,0.0,Call of Dawn
c58569663e3111f0a4c28878734f76cf,4,2,3654,3,Firefly,Fugue,Ruan Mei,Gallagher,2.0,0.0,1.0,6.0,Rime Piercer
c58569d03e3111f0bbfa8878734f76cf,4,1,3525,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0.0,6.0,0.0,0.0,Call of Dawn
c58569d03e3111f0bbfa8878734f76cf,4,2,3424,3,Firefly,Fugue,Ruan Mei,Lingsha,0.0,0.0,1.0,0.0,Rime Piercer
c5856a003e3111f0a71b8878734f76cf,4,1,3648,3,Castorice,Blade,Ice Trailblazer,Hyacine,0.0,6.0,6.0,0.0,Call of Dawn
c5856a003e3111f0a71b8878734f76cf,4,2,3786,3,Rappa,Fugue,Ruan Mei,Lingsha,2.0,1.0,1.0,0.0,Rime Piercer
c5856a2f3e3111f086c58878734f76cf,4,1,3148,1,Castorice,Tribbie,Ice Trailblazer,Gallagher,0.0,0.0,6.0,6.0,Call of Dawn
c5856a2f3e3111f086c58878734f76cf,4,2,1057,1,The Herta,Anaxa,Robin,Huohuo,0.0,0.0,0.0,0.0,Crimson Tide
c5856a603e3111f0a3438878734f76cf,4,1,3553,1,Castorice,Ruan Mei,Ice Trailblazer,Gallagher,0.0,1.0,6.0,6.0,Call of Dawn
c5856a603e3111f0a3438878734f76cf,4,2,902,1,Dr. Ratio,Topaz & Numby,Robin,Luocha,0.0,0.0,0.0,0.0,Turn of Luck
c5856a983e3111f093158878734f76cf,4,1,3388,3,Castorice,Ruan Mei,Ice Trailblazer,Gallagher,1.0,1.0,6.0,6.0,Call of Dawn
c5856a983e3111f093158878734f76cf,4,2,3433,3,Aventurine,Sunday,Robin,Feixiao,1.0,0.0,0.0,0.0,Turn of Luck
c5856afb3e3111f0aab98878734f76cf,4,1,632,0,Pela,Aventurine,Jiaoqiu,Acheron,5.0,0.0,0.0,0.0,Sweeping Force
c5856afb3e3111f0aab98878734f76cf,4,2,0,0,,,,,,,,,
c5856b293e3111f08e008878734f76cf,4,1,3744,3,Castorice,Hyacine,Tribbie,Ice Trailblazer,0.0,0.0,1.0,6.0,Call of Dawn
c5856b293e3111f08e008878734f76cf,4,2,3818,3,Firefly,Fugue,Lingsha,Ruan Mei,6.0,1.0,1.0,1.0,Rime Piercer
c5856b573e3111f088f98878734f76cf,4,1,3485,3,Castorice,Ice Trailblazer,Ruan Mei,Gallagher,0.0,6.0,1.0,6.0,Call of Dawn
c5856b573e3111f088f98878734f76cf,4,2,3739,3,Feixiao,Topaz & Numby,Robin,Aventurine,0.0,0.0,1.0,0.0,Turn of Luck
c5856bb33e3111f0a1398878734f76cf,4,1,3861,3,Castorice,Ice Trailblazer,Sparkle,Hyacine,2.0,6.0,2.0,0.0,Call of Dawn
c5856bb33e3111f0a1398878734f76cf,4,2,3676,3,Firefly,Fugue,Ruan Mei,Lingsha,2.0,1.0,1.0,1.0,Rime Piercer
c5856be03e3111f0a6c38878734f76cf,4,1,3723,3,The Herta,Tribbie,Anaxa,Fu Xuan,2.0,1.0,0.0,1.0,Sweeping Force
c5856be03e3111f0a6c38878734f76cf,4,2,3489,3,Robin,Yunli,Aventurine,Topaz & Numby,0.0,1.0,1.0,1.0,Turn of Luck
c5856c0d3e3111f0a9cd8878734f76cf,4,1,3222,3,Acheron,Kafka,Black Swan,Bailu,2.0,4.0,0.0,0.0,Barren of Life
c5856c0d3e3111f0a9cd8878734f76cf,4,2,3437,3,Rappa,Fugue,Ruan Mei,Gallagher,0.0,1.0,1.0,6.0,Rime Piercer
c5856c3b3e3111f0a9bd8878734f76cf,4,1,3236,3,Seele,Sparkle,Sunday,Fu Xuan,6.0,2.0,1.0,1.0,Sweeping Force
c5856c3b3e3111f0a9bd8878734f76cf,4,2,3701,3,The Herta,Anaxa,Tribbie,Lingsha,2.0,0.0,1.0,1.0,Turn of Luck
c5856c693e3111f0b6f78878734f76cf,4,1,3491,3,Kafka,Black Swan,Tribbie,Huohuo,6.0,0.0,0.0,0.0,Barren of Life
c5856c693e3111f0b6f78878734f76cf,4,2,3172,3,Rappa,Fugue,Ruan Mei,Gallagher,0.0,0.0,0.0,6.0,Rime Piercer
c5856ca03e3111f0accd8878734f76cf,4,1,3582,3,Castorice,Ice Trailblazer,Tribbie,Luocha,0.0,6.0,0.0,0.0,Call of Dawn
c5856ca03e3111f0accd8878734f76cf,4,2,3150,3,Feixiao,Robin,Imaginary March 7th,Gallagher,0.0,0.0,6.0,6.0,Turn of Luck
c5856ccf3e3111f0b9e78878734f76cf,4,1,3204,3,Anaxa,Sunday,Bronya,Fu Xuan,0.0,0.0,2.0,1.0,Sweeping Force
c5856ccf3e3111f0b9e78878734f76cf,4,2,3510,3,Feixiao,Imaginary March 7th,Ice Trailblazer,Aventurine,0.0,6.0,6.0,0.0,Turn of Luck
c5856d2b3e3111f099e68878734f76cf,4,1,3889,3,Castorice,Tribbie,Hyacine,Ice Trailblazer,2.0,1.0,0.0,6.0,Call of Dawn
c5856d2b3e3111f099e68878734f76cf,4,2,3815,3,Feixiao,Robin,Aventurine,Imaginary March 7th,2.0,2.0,2.0,6.0,Turn of Luck
c5856d5a3e3111f0a8f18878734f76cf,4,1,3785,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,1.0,0.0,6.0,0.0,Call of Dawn
c5856d5a3e3111f0a8f18878734f76cf,4,2,3759,3,Anaxa,Sunday,Ruan Mei,Robin,0.0,0.0,1.0,0.0,Crimson Tide
